Sura_Number,Verse_Number,Subtitle_Before_Verse,VerseText_Part1,Subtitle_Middle_Of_Verse,VerseText_after_MidSubtitle_if_any,Footnote,
,11,,ঈশ্বর কখনই কোন আত্মার মৃত্যুর নির্ধারিত সময়কে বিলম্বিত করেন না। তোমরা যা কিছু কর ঈশ্বর সে সম্পর্কে সম্পূর্ণ অবগত।  ,,,,
,,,,,,,
64,0,,"পরম করুণাময়, পরম দয়ালু আল্লাহর নামে।",,,,
,1,,"আকাশমণ্ডলীর সবকিছু এবং পৃথিবীর সবকিছু ঈশ্বরের মহিমা ঘোষণা করে। সকল রাজত্ব তাঁর, এবং সকল প্রশংসা তাঁর, এবং তিনি সর্বশক্তিমান।",,,,
,2,,"তিনিই সে সত্ত্বা যিনি তোমাদের সৃষ্টি করেছেন, এরপর তোমাদের মধ্যে আছে অবিশ্বাসী ও বিশ্বাসী। ঈশ্বর তোমাদের করা সবকিছুর পূর্ণ দ্রষ্টা।",,,,
,3,,"তিনি একটি নির্দিষ্ট উদ্দেশ্যে আকাশমণ্ডলী ও পৃথিবী সৃষ্টি করেছেন*, তোমাদের নকশা করেছেন এবং তোমাদের নকশাকে নিখুঁত করেছেন, এরপর তাঁর দিকেই চূড়ান্ত নিয়তি।",,,***,
,4,,"তিনি আকাশমণ্ডলী ও পৃথিবীর সবকিছু জানেন, এবং তিনি জানেন যা কিছু তোমরা গোপন কর আর যা কিছু তোমরা প্রকাশ কর। ঈশ্বর গভীরতম চিন্তাগুলো সম্পর্কে পূর্ণ অবগত।",,,,
,5,,"তোমরা কি তাদের লক্ষ্য করেছো যারা অতীতে অবিশ্বাস করেছিল, এরপর তাদের সিদ্ধান্তের ফল ভোগ করেছিল? তারা যন্ত্রণাদায়ক শাস্তির ভোগ করেছিল।",,,,
,6,,"এটা এই কারনে যে তাদের বার্তাবাহকরা স্পষ্ট প্রমানাদি নিয়ে তাদের কাছে গিয়েছিল, কিন্তু তারা বলেছিল, “আমরা কি  আমাদের মত মানুষের অনুসরণ করব?” তারা অবিশ্বাস করলো এবং মুখ ফিরিয়ে নিয়েছিল। তাদেরকে ঈশ্বরের প্রয়োজন নেই; ঈশ্বর অভাব মুক্ত, প্রশংসনীয়। ",,,,
,7,,"যারা অবিশ্বাস করেছিল তারা দাবি করে যে তারা পুনরুত্থিত হবে না! হ্যাঁ নিশ্চয়, আমার প্রভুর শপথ, তোমরা পুনরুত্থিত হবে, এবং তোমাদেরকে হিসাব দিতে হবে সবকিছুর জন্য যা তোমরা করেছো। এটি ঈশ্বরের জন্য করা সহজ।",,,,
,8,,"অতএব, তোমরা বিশ্বাস কর ঈশ্বর ও তাঁর বার্তাবাহককে, এবং সে আলো যা আমরা এখানে প্রকাশ করেছি। তোমরা যা কিছু কর সে সম্পর্কে ঈশ্বর পূর্ণ অবগত।",,,,
,9,,"সে দিন আসবে যখন তিনি তোমাদেরকে  আহবানের দিন তলব করবেন। এটাই পারস্পরিক দোষারোপের দিন। যে কেউ আল্লাহকে বিশ্বাস করে এবং সৎ জীবন যাপন করে, তিনি তার পাপ মোচন করবেন, এবং তাকে প্রবেশ করাবেন প্রবাহিত ঝর্ণা সহ বাগানে। তারা সেখানে চিরকাল বসবাস করে। এটাই সর্বশ্রেষ্ঠ বিজয়।",,,,
,10,,"আর যারা অবিশ্বাস করে ও আমাদের প্রকাশনাবলি প্রত্যাখ্যান করে, তারা নরকাগ্নির বাসিন্দা; তারা সেখানে চিরকাল বাস করে। কি এক শোচনীয় নিয়তি!",,,,
,11,স্বর্গীয় আইন,"তোমাদের কোনকিছুই ঘটে না ঈশ্বরের ইচ্ছা অনুসারে ব্যতিত । যে কেউ ঈশ্বরে বিশ্বাস করে, তিনি তার হৃদয়কে পথ দেখাবেন। ঈশ্বর সকল বস্তু সম্পর্কে পূর্ণ অবগত।",,,,
,12,,"তোমরা ঈশ্বরকে মান্য কর এবং বার্তাবাহককে মান্য কর। যদি তোমরা মুখ ফিরিয়ে নাও, তবে আমাদের বার্তাবাহকের একমাত্র উদ্দেশ্য হল বার্তা পৌঁছে দেওয়া।",,,,
,13,,ঈশ্বর : তাঁর পাশে অন্য কোন উপাস্য নেই। বিশ্বাসীরা ঈশ্বরে আস্থা রাখুক।,,,,
,14,,"হে যারা বিশ্বাস কর, তোমাদের জীবনসঙ্গী এবং তোমাদের সন্তানরা তোমাদের শত্রু হতে পারে; সতর্ক হও। যদি তোমরা মার্জনা কর, ভুলে যাও এবং ক্ষমা করো, তবে ঈশ্বর ক্ষমাশীল, সবচেয়ে করুণাময়।",,,,
,15,,"তোমাদের অর্থ ও তোমাদের সন্তানাদি একটি পরীক্ষা, এবং ঈশ্বরের কাছে আছে এক মহা প্রতিদান। ",,,,
,16,,"অতএব, তোমরা ঈশ্বরের ভক্তি কর যত বেশি তোমরা পারো, এবং শোন, এবং মেনে চলো, এবং দাও (দান হিসেবে) তোমাদের নিজেদের ভালোর জন্য। যেকেউ তার নিজের কৃপণতা থেকে সুরক্ষিত, এরাই সফলকাম ব্যক্তি।",,,,
,17,,"যদি তোমরা ঈশ্বরকে সততার ঋণ দাও, তিনি তোমাদের জন্য পুরস্কার বহুগুনে বৃদ্ধি করবেন, এবং তোমাদের ক্ষমা করবেন। ঈশ্বর যথার্থ মূল্যায়নকারী, সহনশীল।",,,,
,18,,সকল গোপন ও প্রকাশ্য বিষয়ের জ্ঞানী; সর্বশক্তিমান। সবচেয়ে প্রজ্ঞাবান।,,,,
,,,,,,,
65,0,,"পরম করুণাময়, পরম দয়ালু আল্লাহর নামে।",,,,
,1,,"হে নবি, যখন তোমরা পুরুষরা কোন নারীকে তালাক দাও, তোমরা নিশ্চিত হবে যে তালাকের অন্তবর্তীকাল পূর্ণ করা হয়েছে। তোমরা এই অন্তবর্তীকাল নির্ভুলভাবে গণনা করবে।* তোমরা তোমাদের প্রভু ঈশ্বরকে ভক্তি করবে। তাদেরকে তাদের বাড়ি থেকে বের করে দিও না, না তোমরা তাদের জন্য জীবনকে অতিষ্ঠ করে তুলবে, নিজ থেকে তাদেরকে বের হয়ে যেতে বাধ্য করতে, যদি না তারা কোন প্রমাণিত ব্যভিচার করে। এগুলো ঈশ্বরের আইন। যেকেউ ঈশ্বরের আইন লঙ্ঘন করে সে তার নিজের বিরুদ্ধে অবিচার করে। তুমি কখনো জানো না; হয়তো ঈশ্বর চান এর থেকে ভালো কিছু হোক।",,,***,
,2,,"অন্তবর্তীকাল পূর্ণ হওয়া মাত্র, তোমরা তাদের সাথে ন্যায়সঙ্গতভাবে পুনর্মিলিত হতে পারো অথবা ন্যায়সঙ্গতভাবে আলাদা হয়ে যেতে পারো। তালাকের সাক্ষী হওয়ার জন্য ঈশ্বরের সামনে তোমরা দুজন ন্যায়পরায়ণ সাক্ষী রাখবে। এর কারণ,জ্ঞান দান করা তাদেরকে যারা ঈশ্বর ও শেষ দিবসে বিশ্বাস করে। যেকেউ ঈশ্বরকে ভক্তি-শ্রদ্ধা করে, তিনি তার জন্য প্রস্থানের পথ সৃষ্টি করবেন।",,,,
,3,,"এবং তার জন্য জীবনোপকরণ সরবরাহ করবেন যেখান থেকে সে কখনো আশা করেনি। যে কেউ ঈশ্বরের প্রতি আস্থা রাখে, তিনি তার জন্য যথেষ্ট। ঈশ্বরের হুকুম সম্পাদিত হয়েছে। ঈশ্বর সবকিছুর জন্য এর নিয়তি নির্ধারণ করেছেন।",,,,
,4,,"আর যে নারী রজোবন্ধে পৌঁছেছে, যদি তোমাদের কোন সন্দেহ থাকে, তাদের অন্তবর্তীকাল হবে তিন মাস। আর যাদের ঋতুস্রাব হয়নি, এবং আবিষ্কার করে যে তারা অন্তঃসত্ত্বা, তাদের অন্তবর্তীকাল শেষ হবে সন্তান প্রসব করার পর। যে কেউ ঈশ্বরকে ভক্তি করে, তিনি সব কিছু তার জন্য সহজ করে দেন।",,,,
,5,,"এটি ঈশ্বরের হুকুম যা তিনি তোমাদের কাছে অবতীর্ণ করেন। যে কেউ ঈশ্বরকে ভক্তি করে, তিনি তার পাপ ক্ষমা করেন এবং তাকে উদারভাবে পুরস্কৃত করেন।",,,,
,6,,"তোমরা একই ঘরে তাদের বাস করতে দেবে যেখানে তারা তোমাদের সাথে বাস করতো এবং তাদের জীবনকে এতো দুঃসহ করে তুলো না যে তারা নিজ থেকে বের হয়ে যায়। যদি তারা অন্তঃসত্ত্বা হয়, তোমরা তাদের জন্য খরচ করবে যতক্ষণ না তারা সন্তান প্রসব করে। যদি তারা নবজাতককে স্তন্য দান করে, এই সেবার জন্য তোমরা তাদের প্রাপ্য পারিশ্রমিক দাও। তোমরা তোমাদের মধ্যে শান্তিপূর্ণ সম্পর্ক বজায় রাখবে। যদি তোমরা অমত করো, তবে শিশুটিকে স্তন্য দান করতে অন্য নারীকে তোমরা ভাড়া করতে পার।",,,,
,7,,"ধনী স্বামী তার সামর্থ্য অনুসারে ভরণপোষণ দিবে, এবং গরীব সে অনুসারে দিবে যা ঈশ্বর তার উপর অর্পণ করেছেন। আল্লাহ কোন আত্মাকে তাঁকে দেয়া সামর্থ্যের অতিরিক্ত বোঝা চাপিয়ে দেন না। ঈশ্বর কষ্টের পর আরাম দিবেন। ",,,,
,8,,"অনেক সম্প্রদায় তাদের প্রভুর প্রত্যাদেশাবলি ও তাঁর বার্তাবাহকদের বিরুদ্ধে বিদ্রোহ করেছিল। পরিণামে, আমরা তাদের কাছ থেকে কঠোর হিসাব নিয়েছিলাম, এবং তাদেরকে প্রতিদান দিয়েছিলাম এক যন্ত্রণাদায়ক প্রতিদান।",,,,
,9,,"তারা তাদের সিদ্ধান্তের পরিণাম ভোগ করেছিল, এক অসামান্য ক্ষতি।",,,,
,10,,"ঈশ্বর তাদের জন্য কঠিন শাস্তি প্রস্তুত করেছেন। অতএব, তোমরা ঈশ্বরকে ভক্তি কর, হে যারা বুদ্ধিমত্তার অধিকারী এবং বিশ্বাস করেছো। ঈশ্বর তোমাদের কাছে একটি বার্তা অবতীর্ণ করেছেন-*",,,,
,11,,"একজন বার্তাবাহক* যে তোমাদের কাছে ঈশ্বরের প্রকাশনাবলি আবৃতি করে, স্পষ্টভাবে, তাদেরকে অন্ধকার থেকে আলোতে পরিচালিত করতে যারা বিশ্বাস করে ও সৎ জীবন যাপন করে। যেকেউ ঈশ্বরে বিশ্বাস করে ও সৎ জীবন যাপন করে, তিনি তাকে প্রবাহিত ঝর্ণা সহ বাগানে প্রবেশ করাবেন; তারা সেখানে চিরকাল বাস করবে। ঈশ্বর তাদেরকে উদারভাবে পুরস্কার দেবেন।",,,***,
,12,সাত মহাকাশ ও সাত পৃথিবী *,ঈশ্বর সৃষ্টি করেছেন সাত মহাকাশ এবং একই সংখ্যক পৃথিবী। এগুলোর মধ্যে প্রত্যাদেশাবলি প্রবাহিত হয়। এটি কেবল তোমাদের জানানোর জন্য যে ঈশ্বর সর্বশক্তিমান এবং ঈশ্বর সকল বস্তু সম্পর্কে পূর্ণ অবগত।,,,,
,,,,,,,
66,0,,"পরম করুণাময়, পরম দয়ালু আল্লাহর নামে।",,,,
,1,,"হে নবী, কেন তুমি তা নিষিদ্ধ করো, যা ঈশ্বর তোমার জন্য আইনসিদ্ধ করেছেন,কেবল তোমার স্ত্রীদের সন্তুষ্ট করতে? ঈশ্বর ক্ষমাশীল, করুনাময়।*",,,***,
,2,,"ঈশ্বর তোমাদের কসমের ক্ষেত্রে করনীয় বিষয়ে তোমাদের জন্য আইন প্রকাশ করেছেন। ঈশ্বর তোমাদের প্রভু, এবং তিনি সর্বজ্ঞ, পরম জ্ঞানী।",,,,
,3,,"নবী একটি বিশেষ কথার ক্ষেত্রে তার কিছু স্ত্রীদের বিশ্বাস করেছিল, এরপর তাদের একজন তা ছড়িয়ে দিল, এবং ঈশ্বর এ বিষয়ে তাকে জানিয়ে দিলেন। সে এরপর তার স্ত্রীকে এ বিষয়ে কিছু জানালো,আর কিছু এড়িয়ে গেলো। তার স্ত্রী তাকে জিজ্ঞেস করল, “এটা তোমাকে কে জানিয়েছে?” সে বলল, “আমি জেনেছি সর্বজ্ঞ, সব জানলেওয়ালার মাধ্যমে।”",,,,
,4,,"যদি তোমরা দু'জন ঈশ্বরের কাছে অনুশোচনা করো, তবে তোমাদের হৃদয় শুনেছে। কিন্তু সকলে তোমরা তার বিরুদ্ধে জোট বাধঁলেও, ঈশ্বর তার মিত্র, এবং জিব্রাইল ও সৎকর্মী বিশ্বাসীগণও। এছাড়া, ফেরেশতারা তার সাহায্যকারী।",,,,
,5,,"যদি সে তোমাদের তালাক দেয়, তার প্রভু তোমাদের স্থানে তাকে তোমাদের থেকে উত্তম স্ত্রী দেবেন; আত্মসমর্পণকারী (মুসলিম), বিশ্বাসী (মুমিন), মান্যকারী, অনুশোচনাকারী, উপাসনাকারী, ধার্মিক, হয়তো পূর্বে বিবাহিত বা কুমারী।",,,,
,6,,"হে তোমরা যারা বিশ্বাস কর, নিজেকে ও তোমাদের পরিবারকে নরকাগ্নি থেকে রক্ষা কর, যার জ্বালানি মানুষ ও পাথর। একে পাহারা দিচ্ছে কঠোর এবং শক্তিশালী ফেরেশতারা যারা কখনো ঈশ্বরকে অমান্য করে না; তাদেরকে যা হুকুম করা হয় তারা তা সম্পাদন করে। ",,,,
,7,,"হে যারা অবিশ্বাস করেছ, আজ  দু:খ প্রকাশ করো না। তোমরা যা করেছ, শুধু এর জন্যই তোমরা প্রতিফল পাও।  ",,,,
,8,বিশ্বাসীরা অনুশোচনা করে,"হে যারা বিশ্বাস কর, তোমরা ঈশ্বরের কাছে অনুশোচনা করবে, যা হবে এক দৃঢ় অনুশোচনা। তাহলে, তোমাদের প্রভু তোমাদের পাপ ক্ষমা করবেন আর তোমাদের প্রবেশ করাবেন প্রবাহিত ঝর্ণাসহ বাগানে। ঐ দিন, ঈশ্বর নবীকে ও তার সাথে যারা ছিল তাদেরকে নিরাশ করবেন না। তাদের আলো তাদের সামনে এবং তাদের ডান দিকে বিচ্ছুরিত হবে। তারা বলবে, “আমাদের প্রভু, আমাদের জন্য আমাদের আলোকে পূর্ণাঙ্গ করুন, এবং আমাদের ক্ষমা করুন; আপনি সর্বশক্তিমান।”",,,,
,9,,"হে নবী, অবিশ্বাসী ও ভণ্ডদের বিরুদ্ধে সংগ্রাম কর এবং তাদের প্রতি কঠোর হও। তাদের বাসস্থান জাহান্নাম, এবং এক শোচনীয় ভাগ্য। ",,,,
,10,মধ্যস্থবৃত্তির কল্পকাহিনী ধ্বংস হয়েছে ,"আল্লাহ উদাহরণ হিসেবে তাদের উল্লেখ করেন যারা অবিশ্বাস করেছিল, নূহের স্ত্রী এবং লুতের স্ত্রী। তারা আমাদের দু’জন সৎকর্মী বান্দার সাথে বিবাহ বন্ধনে আবদ্ধ ছিল, কিন্তু তারা তাদের সাথে বিশ্বাসঘাতকতা করেছিল এবং পরিণামে তারা তাদেরকে ঈশ্বরের বিরুদ্ধে একেবারেই সাহায্য করতে পারেনি। তাদের দুজনকে বলা হয়েছিল, “তাদের সাথে নরকাগ্নিতে প্রবেশ কর যারা এর যোগ্য।”",,,,
,11,বিশ্বাসীদের উদাহরণ: ফেরাউনের স্ত্রী,"এবং উদাহরণ হিসেবে ঈশ্বর তাদের উদ্ধৃতি দেন যারা বিশ্বাস করেছিল যেমন ফেরাউনের স্ত্রী। সে বলেছিল, “আমার প্রভু,স্বর্গে আপনার কাছে আমার জন্য একটি ঘর নির্মাণ করুন এবং আমাকে রক্ষা করুন ফেরাউন ও তার কাজকর্ম থেকে; আমাকে রক্ষা করুন সীমালঙ্ঘনকারী লোকদের থেকে।”",,,,
,12,মরিয়ম ,"এছাড়া ছিল, ইমরানের কন্যা- মরিয়ম। সে তার সতীত্ব বজায় রেখেছিল, এরপর আমাদের আত্মা থেকে আমরা তার মধ্যে ফুঁকে দিলাম। সে তার প্রভুর বানীতে ও তাঁর ঐশীগ্রন্থে বিশ্বাস করেছিল; সে ছিল অনুগত।",,,,
,,,,,,,
67,0,,"পরম করুণাময়, পরম দয়ালু আল্লাহর নামে।",,,,
,1,,"সবচেয়ে মহিমান্বিত সে সত্ত্বা যাঁর হাতে রয়েছে সকল রাজত্ব, এবং তিনি সর্বশক্তিমান।",,,,
,2,আমাদের জীবনের উদ্দেশ্য *,"সে সত্ত্বা যিনি সৃষ্টি করেছেন মৃত্যু এবং জীবন, তোমাদের মধ্যে তাদেরকে আলাদা করার উদ্দেশ্যে যারা উত্তম কাজ করবে। তিনি সর্বশক্তিমান, ক্ষমাশীল।",,,***,
,3,,"তিনি স্তরে স্তরে সৃষ্টি করেছেন, সাত মহাবিশ্ব। সবচেয়ে করুনাময়ের সৃষ্টিতে তুমি কোন অসম্পূর্ণতা দেখো না। দেখতে থাক; তুমি কি কোন ত্রুটি দেখো?",,,,
,4,,বার বার দেখো; তোমার চোখ হতবুদ্ধ ও পরাজিত হয়ে ফিরবে।,,,,
,5,,আমরা সর্বনিম্ন মহাবিশ্বকে প্রদীপ দিয়ে সজ্জিত করেছি এবং এর সীমান্তকে শয়তানদের বিরুদ্ধে ক্ষেপণাস্ত্র দিয়ে সুরক্ষিত করেছি; আমরা তাদের জন্য প্রস্তুত রেখেছি নরকের শাস্তি।,,,,
,6,,"যারা তাদের প্রভুকে অবিশ্বাস করে, তাদের জন্য জাহান্নামের শাস্তি। কি এক শোচনীয় নিয়তি।",,,,
,7,,"যখন তারা সেখানে নিক্ষিপ্ত হয়, তারা এর হুংকার শুনতে পায় যখন তা ধোঁয়া ছড়ায়।",,,,
,8,,"প্রচণ্ড ক্রোধে এটি প্রায় বিস্ফোরিত হয়। যখনই কোন দলকে সেখানে নিক্ষেপ করা হয়, এর প্রহরীরা তাদের জিজ্ঞাসা করবে, “তোমরা কি কোন সতর্ককারী পাওনি?”",,,,
,9,,"তারা উত্তর দেবে, “হ্যাঁ নিশ্চয়, আমাদের কাছে একজন সতর্ককারী এসেছিল, কিন্তু আমরা অবিশ্বাস করেছিলাম আর বলেছিলাম, “ঈশ্বর কোন কিছু প্রকাশ করেননি। তোমরা পুরোপুরি পথভ্রষ্ট।”",,,,
,10,,"তারা আরও বলে, “যদি আমরা শুনতাম বা বুঝতাম, তবে আমরা নরকের বাসিন্দা হতাম না!”",,,,
,11,,"এভাবে, তারা তাদের পাপ স্বীকার করেছিল। দু:খ তো নরকের বাসিন্দাদের।",,,,
,12,,"আর যারা তাদের প্রভুকে ভক্তি-শ্রদ্ধা করে, তাদের একাকিত্বে, তারা অর্জন করেছে ক্ষমা এবং এক মহা প্রতিদান।",,,,
,13,,"তোমরা তোমাদের কথা গোপন করো অথবা প্রকাশ করো, তিনি গভীরতম চিন্তাগুলো সম্পর্কে সম্পূর্ণ অবগত।",,,,
,14,,"তিনি কি জানবেন না যে তিনি কি সৃষ্টি করেছেন? তিনি মহীয়ান, সবচেয়ে অবগত।",,,,
,15,,"তিনিই সে সত্ত্বা যিনি পৃথিবীকে তোমাদের সেবায় নিয়োজিত করেছেন। এর আনাচে-কানাচে ঘুরে বেড়াও, এবং তাঁর জীবিকা থেকে খাও। তাঁর কাছেই, চুড়ান্ত তলব।",,,,
,16,,তোমরা কি নিশ্চয়তা দাও যে আকাশে যিনি আছেন তিনি পৃথিবীকে আঘাত করবেন না এবং একে ভেঙে ফেলবেন না?,,,,
,17,,"তোমাদের কি নিশ্চয়তা দেয়া হয়েছে যে, আকাশে যিনি আছেন তিনি তোমাদের উপর প্রবল ঝড় পাঠাবেন না? তখন কি তোমরা আমার সতর্কবানীর মূল্য উপলব্ধি করবে?",,,,
,18,,তাদের পূর্বে অন্যরা অবিশ্বাস করেছিল; কি ভয়াবহ ছিল আমার প্রতিশোধ!,,,,
,19,,তারা কি তাদের উপরস্থ পাখিগুলোকে দেখেনি স্তম্ভাকারে বিন্যস্ত হতে  এবং তাদের পাখা বিস্তৃত করতে? পরম করুণাময় হলেন সেই সত্ত্বা যিনি তাদেরকে বাতাসে ধরে রাখেন।  তিনি সবকিছু দেখেন।,,,,
,20,,"কোথায় ঐসব সৈন্যরা যারা পরম করুণাময়ের বিরুদ্ধে তোমাদের সাহায্য করতে পারে? নিশ্চয়, অবিশ্বাসীরা প্রতারিত।",,,,
,21,,"কে আছে যে তোমাদের জীবিকা দিবে, যদি তিনি তাঁর জীবিকা আটকে রাখেন? নিশ্চয়, তারা সীমালঙ্ঘন এবং বিমুখতার গভীরে নিমজ্জিত হয়েছে।",,,,
,22,,"সে ব্যক্তি যে হাঁটার সময় মুখ থুবড়ে পড়ে সে উত্তম, না সে ব্যক্তি যে সঠিক পথে সোজা হাঁটে?",,,,
,23,,"বল, “তিনি সেই সত্ত্বা যিনি তোমাদের সূচনা করেছেন, এবং তোমাদের দান করেছেন শ্রবণ শক্তি, চোখ এবং মস্তিস্ক। তোমরা খুব কমই কৃতজ্ঞ।”",,,,
,24,,"বল, “তিনিই সে সত্ত্বা যিনি তোমাদেরকে পৃথিবীতে স্থান দিয়েছেন, এবং তাঁর সামনেই তোমাদের তলব করা হবে।”",,,,
,25,,"তারা চ্যালেঞ্জ করেঃ “কখন সেই ভবিষ্যৎবাণী সংঘটিত হবে, যদি তোমরা সত্যবাদী হও?”",,,,
,26,,"বল, “ঈশ্বরের কাছেই রয়েছে এর জ্ঞান; আমি একজন স্পষ্ট সতর্ককারীর চেয়ে বেশি কিছু নই।”",,,,
,27,,"যখন তারা একে সংঘটিত হতে দেখে, যারা অবিশ্বাস করেছিল তাদের মুখ দুর্দশাগ্রস্থ হয়ে পড়বে, এবং ঘোষণা করা হবে যেঃ “এটি তা-ই যা নিয়ে তোমরা উপহাস করতে।”",,,,
,28,,"বল, “ঈশ্বর আমাকে ও আমার সাথে যারা আছে, তাদেরকে যদি ধ্বংস করার সিদ্ধান্ত নেন অথবা আমাদের প্রতি তাঁর দয়া বর্ষণ করেন, কে আছে যে অবিশ্বাসীদের রক্ষা করবে এক যন্ত্রণাদায়ক শাস্তি থেকে?”",,,,
,29,,"বল, “তিনি সবচেয়ে করুণাময়; আমরা তাকে বিশ্বাস করি, এবং আমরা তাঁর প্রতি আস্থা রাখি। তোমরা নিশ্চয় জানতে পারবে কে সত্যিকারর্থে বহুদূর পথভ্রষ্ট।” ",,,,
,30,,"বল, “যদি তোমাদের পানি ভূগর্ভে ডুবে যায়, কে দেবে তোমাদের পরিষ্কার পানি?”",,,,
,,,,,,,
68,0,,"পরম করুণাময়, পরম দয়ালু আল্লাহর নামে।",,,,
,1,,"নুন*, কলম, এবং যা তারা (লোকেরা) লিখে।",,,***,
,2,,তোমার প্রভুর পক্ষ থেকে তুমি একটি বিশাল অনুগ্রহ অর্জন করেছ; তুমি পাগল নও।,,,,
,3,,তুমি যথোপযুক্ত প্রতিদান অর্জন করেছ।,,,,
,4,,তুমি মহান নৈতিক চরিত্র দ্বারা অনুগ্রহপ্রাপ্ত।,,,,
,5,,"তুমি দেখবে, এবং তারাও দেখবে।",,,,
,6,,তোমাদের কে নিন্দিত।,,,,
,7,,তোমার প্রভু তাদের বিষয়ে সম্পূর্ণ অবগত যারা তাঁর পথ থেকে সরে গেছে এবং তিনি তাদের বিষয়ে সম্পূর্ণ অবগত যারা সুপথ প্রাপ্ত।,,,,
,8,,প্রত্যাখ্যানকারীদের মান্য করো না।,,,,
,9,,"তারা চায় যে, তুমি আপস করো, যাতে তারাও আপস করতে পারে।",,,,
,10,,মান্য করো না কোন হীন শপথকারীকে ।,,,,
,11,,"কোন পরনিন্দাকারীকে, কোন কুৎসা রটনাকারীকে।",,,,
,12,,"দান করতে নিষেধকারীকে, কোন সীমালঙ্ঘনকারীকে, কোন পাপীকে।",,,,
,13,,"অকৃতজ্ঞ, এবং লোভীকে।",,,,
,14,,এমনকি যদিও তার আছে যথেষ্ট অর্থ ও সন্তানাদি।,,,,
,15,,"যখন আমাদের প্রকাশনাবলি তার কাছে পাঠ করা হয়,সে বলে, “অতীতের কল্প-কাহিনী!” ",,,,
,16,,আমরা তার মুখমণ্ডল চিহ্নিত করে দিবো।,,,,
,17,,"আমরা তাদের পরীক্ষা করেছি যেমন আমরা পরীক্ষা করেছিলাম বাগানের মালিকদের, যারা কসম খেয়েছিল যে সকালে তারা ফসল কাটবে।",,,,
,18,,তারা এতোটাই শতভাগ নিশ্চিত ছিল।,,,,
,19,,"যখন তারা ঘুমিয়ে ছিল, তখন তোমার প্রভুর কাছ থেকে একটি বয়ে যাওয়া (ঝড়) এর উপর দিয়ে গেল।",,,,
,20,,"সকাল নাগাদ, এটি শস্যহীন হয়ে পড়লো।",,,,
,21,,তারা সকালে একে অন্যের কাছে গেল।,,,,
,22,,“চল আমরা ফসল কাটতে যাই।,,,,
,23,,"যাবার পথে, তারা একে অন্যের উপর আস্থা রাখলো।",,,,
,24,,"এ ব্যাপারে যে, এরপর থেকে, তাদের কেউ গরীব থাকবে না।",,,,
,25,,তারা তাদের ফসল কাটার বিষয়ে এতোটাই শতভাগ নিশ্চিত ছিল।,,,,
,26,,"কিন্তু যখন তারা তা দেখল, তারা বলল, “আমরা কতটা ভুল ছিলাম! ",,,,
,27,,"“এখন, আমাদের কিছুই নেই!” ",,,,
,28,তাদের বলা উচিত ছিলঃ “ঈশ্বর যদি চান (ইনশাল্লাহ)”,"তাদের মধ্যে সৎকর্মীরা বলল, “যদি কেবল আমরা (ঈশ্বরের) মহিমা ঘোষণা করতাম!”",,,,
,29,,"তারা বলল, “আমাদের প্রভুর মহিমা। আমরা সীমালঙ্ঘন করেছি।”",,,,
,30,,তারা একে অন্যের উপর দোষারোপ শুরু করলো।,,,,
,31,,"তারা বলল, “দুঃখ আমাদের। আমরা পাপ করেছি।",,,,
,32,,“আমাদের প্রভু যেন আমাদেরকে আরেকটি উত্তম বাগান দান করেন। আমরা আমাদের প্রভুর কাছে অনুশোচনা করি।”,,,,
,33,,"এমনই ছিল প্রতিদান। কিন্তু পরকালের শাস্তি অধিকতর মন্দ, যদি কেবল তারা জানত।",,,,
,34,,"সৎকর্মীগণ অর্জন করেছে, তাদের প্রভুর কাছে, পরম সুখের বাগান।",,,,
,35,,আমরা কি আত্মসমর্পণকারীদের গণ্য করবো অপরাধীদের মত?,,,,
,36,,তোমাদের যুক্তিতে সমস্যা কোথায়?,,,,
,37,,তোমাদের কি মান্য করার অন্যকোন গ্রন্থ আছে?,,,,
,38,,"এর মধ্যে, তোমরা কি যা চাও তা-ই পাও?",,,,
,39,,"অথবা, তোমরা কি আমাদের কাছ থেকে দৃড় নিশ্চয়তা পেয়েছ যে পুনরুত্থান দিনে তোমরা যা চাও তা-ই পাবে?",,,,
,40,,"তাদের জিজ্ঞেস করো, “কে তোমাদেরকে এমন অঙ্গীকার দেয়?”",,,,
,41,,"তাদের কি অন্যকোন উপাস্য আছে? তাদের উপাস্যরা তাদের সাহায্য করুক, যদি তারা সত্যবাদী হয়।",,,,
,42,,"সেদিন আসবে যখন তারা প্রকাশিত হয়ে পড়বে, এবং তাদেরকে সেজদা করতে বলা হবে, কিন্তু তারা সক্ষম হবে না।",,,,
,43,,"তাদের দৃষ্টি নতজানু হবে, অপমান তাদেরকে ঘিরে ফেলবে। তাদেরকে সেজদা করতে আমন্ত্রন জানানো হতো যখন তারা অক্ষত ও সক্ষম ছিল।",,,,
,44,,"অতএব, আমাকে তাদের বিষয়ে ব্যবস্থা নিতে দাও যারা এই হাদিস প্রত্যাখ্যান করে, আমরা তাদেরকে সেখানে পরিচালিত করবো যেখানে তারা কখনই অনুধাবন করে না। ",,,,
,45,,আমি তাদেরকে যথেষ্ট ছাড় দেব; আমার পরিকল্পনা অভেদ্য।,,,,
,46,,"তুমি কি তাদের কাছে অর্থ চাইছো, তাই তারা জরিমানার কারণে ভারগ্রস্থ হয়ে পড়েছে?",,,,
